x,y,z,vx,vy,vz,ax,ay,az,rx,ry,rz,vrx,vry,vrz,arx,ary,arz
-0.199027,-0.176528,0.509039,0.00339973,-0.0219038,0.0337898,0.0447296,-0.13149,0.118819,2.86807,0.123012,-1.56182,-0.114945,-0.0634519,0.0187481,-0.168602,-0.589159,0.202447
-0.198894,-0.176474,0.509091,0.00702225,-0.0230288,0.0312907,0.0511859,-0.130621,0.106554,2.86565,0.125888,-1.56213,-0.12029,-0.0304044,0.0333296,-0.174385,-0.463955,0.240747
-0.198879,-0.176265,0.509042,0.00836092,-0.0212435,0.0279742,0.0504856,-0.119217,0.0918865,2.86482,0.128511,-1.56245,-0.113265,0.00253961,0.0370406,-0.147333,-0.339736,0.222173
-0.198957,-0.175849,0.509313,0.00760243,-0.0169313,0.027525,0.0436629,-0.101193,0.0826827,2.86324,0.129291,-1.56315,-0.110922,0.0113014,0.0346549,-0.108117,-0.296478,0.192384
-0.199161,-0.175268,0.509627,0.00518647,-0.0102968,0.027225,0.0339377,-0.0765099,0.0754589,2.86172,0.129285,-1.56469,-0.10557,0.00976628,0.0219446,-0.0579195,-0.294011,0.140512
-0.199534,-0.174829,0.509818,0.000812101,-0.00465202,0.0245803,0.0201888,-0.0544777,0.0627595,2.86043,0.128255,-1.56517,-0.0898322,-0.00330222,0.0153719,0.0248302,-0.328802,0.0993854
-0.19993,-0.174389,0.509831,-0.00373071,0.000918434,0.0197789,0.00684963,-0.0357966,0.0467421,2.85836,0.130857,-1.56707,-0.0778755,0.0155112,-0.00767398,0.0853288,-0.298762,0.031729
-0.200348,-0.173753,0.509492,-0.00820634,0.0078978,0.0122574,-0.00504512,-0.0170092,0.0270297,2.85926,0.132007,-1.56942,-0.0404469,0.022657,-0.0338362,0.174766,-0.266919,-0.0339739
-0.200849,-0.17273,0.508998,-0.0128309,0.0181568,0.00400946,-0.0156237,0.00840363,0.00539437,2.86258,0.131098,-1.57472,0.0183826,0.00579615,-0.0859992,0.315121,-0.297516,-0.153756
-0.201337,-0.171783,0.508796,-0.0164729,0.0267776,-0.000257885,-0.0229995,0.0301461,-0.00676681,2.8631,0.133396,-1.58114,0.0437687,0.0143552,-0.14559,0.37739,-0.281184,-0.299994
-0.201791,-0.171041,0.508547,-0.0189147,0.0317799,-0.00371646,-0.0271058,0.041074,-0.0150562,2.86401,0.135117,-1.58568,0.0610711,0.0236609,-0.180678,0.393271,-0.225101,-0.390176
-0.202386,-0.170557,0.507951,-0.0222054,0.0327048,-0.0102156,-0.0337095,0.040311,-0.0317683,2.86844,0.134355,-1.58748,0.106468,0.0144277,-0.179716,0.478937,-0.203078,-0.376134
-0.202954,-0.170271,0.507388,-0.0252987,0.0310413,-0.0167868,-0.041946,0.0330792,-0.0519738,2.87227,0.133661,-1.58807,0.146662,0.00743505,-0.164858,0.586118,-0.197947,-0.318905
-0.203394,-0.170164,0.507061,-0.0271239,0.0269961,-0.0209296,-0.0473813,0.0195251,-0.0656217,2.87129,0.138985,-1.59076,0.139963,0.0553391,-0.164809,0.587073,-0.0841595,-0.280371
-0.203669,-0.170079,0.50696,-0.0267399,0.0229444,-0.0215353,-0.0453885,0.00688997,-0.065835,2.86732,0.14606,-1.59424,0.0920058,0.131116,-0.176347,0.438348,0.143475,-0.29483
-0.203883,-0.169978,0.506596,-0.0253933,0.0198237,-0.0238362,-0.0394611,-0.0016815,-0.0671517,2.86752,0.14891,-1.59624,0.0804847,0.164895,-0.17725,0.355056,0.269565,-0.298719
-0.204041,-0.169986,0.506073,-0.0235582,0.015857,-0.0278381,-0.0321931,-0.0121622,-0.0744782,2.87092,0.149173,-1.59677,0.110663,0.153949,-0.158317,0.416547,0.222222,-0.234399
-0.204233,-0.170088,0.505574,-0.0220118,0.0105644,-0.0309218,-0.0251415,-0.0270284,-0.0795962,2.8746,0.151426,-1.59668,0.14301,0.159394,-0.127672,0.499219,0.201293,-0.126993
-0.20452,-0.170243,0.504884,-0.021265,0.00513581,-0.0352323,-0.0201528,-0.0409924,-0.0874228,2.88033,0.152393,-1.59458,0.192744,0.154478,-0.0770343,0.624812,0.172312,0.0225642
-0.204944,-0.170172,0.503935,-0.0217477,0.00299857,-0.0417274,-0.0191157,-0.0449278,-0.101711,2.88781,0.152026,-1.59288,0.261516,0.123635,-0.0333211,0.810001,0.0573528,0.151554
-0.205538,-0.169982,0.502988,-0.023614,0.00318913,-0.0471287,-0.0227152,-0.040909,-0.113695,2.89466,0.15268,-1.59319,0.313971,0.105793,-0.0191483,0.940563,-0.00736711,0.188263
-0.206036,-0.16972,0.50245,-0.024732,0.00441392,-0.0480339,-0.0270928,-0.0344934,-0.115698,2.8986,0.153435,-1.59542,0.330089,0.0964692,-0.028643,0.97194,-0.0255069,0.155396
-0.20627,-0.169585,0.502329,-0.0238407,0.00487151,-0.0450761,-0.0276945,-0.0297769,-0.107188,2.89962,0.155559,-1.59733,0.321107,0.0934955,-0.0388516,0.935365,-0.0411064,0.107383
-0.206416,-0.169589,0.502267,-0.0222505,0.00346763,-0.0414335,-0.0242066,-0.032318,-0.092725,2.90215,0.153754,-1.59665,0.327065,0.0489993,-0.0174129,0.899728,-0.141205,0.15089
-0.206577,-0.169858,0.502141,-0.0207125,-0.000539775,-0.037501,-0.0183268,-0.0421636,-0.0737923,2.90567,0.150472,-1.5932,0.329851,0.0018589,0.0277202,0.822685,-0.231979,0.252953
-0.203588,-0.170575,0.506423,-0.0196507,0.0109064,-0.0193657,-0.0206344,-0.0241821,-0.0364844,2.87119,0.145919,-1.59082,0.126733,0.0605957,-0.067145,0.414183,-0.12102,0.0251491
-0.203588,-0.170575,0.506423,-0.0196507,0.0109064,-0.0193657,-0.0206344,-0.0241821,-0.0364844,2.87119,0.145919,-1.59082,0.126733,0.0605957,-0.067145,0.414183,-0.12102,0.0251491
-0.203588,-0.170575,0.506423,-0.0196507,0.0109064,-0.0193657,-0.0206344,-0.0241821,-0.0364844,2.87119,0.145919,-1.59082,0.126733,0.0605957,-0.067145,0.414183,-0.12102,0.0251491
-0.203588,-0.170575,0.506423,-0.0196507,0.0109064,-0.0193657,-0.0206344,-0.0241821,-0.0364844,2.87119,0.145919,-1.59082,0.126733,0.0605957,-0.067145,0.414183,-0.12102,0.0251491
-0.203588,-0.170575,0.506423,-0.0196507,0.0109064,-0.0193657,-0.0206344,-0.0241821,-0.0364844,2.87119,0.145919,-1.59082,0.126733,0.0605957,-0.067145,0.414183,-0.12102,0.0251491
-0.203588,-0.170575,0.506423,-0.0196507,0.0109064,-0.0193657,-0.0206344,-0.0241821,-0.0364844,2.87119,0.145919,-1.59082,0.126733,0.0605957,-0.067145,0.414183,-0.12102,0.0251491
-0.203588,-0.170575,0.506423,-0.0196507,0.0109064,-0.0193657,-0.0206344,-0.0241821,-0.0364844,2.87119,0.145919,-1.59082,0.126733,0.0605957,-0.067145,0.414183,-0.12102,0.0251491
-0.203588,-0.170575,0.506423,-0.0196507,0.0109064,-0.0193657,-0.0206344,-0.0241821,-0.0364844,2.87119,0.145919,-1.59082,0.126733,0.0605957,-0.067145,0.414183,-0.12102,0.0251491
-0.203588,-0.170575,0.506423,-0.0196507,0.0109064,-0.0193657,-0.0206344,-0.0241821,-0.0364844,2.87119,0.145919,-1.59082,0.126733,0.0605957,-0.067145,0.414183,-0.12102,0.0251491
